CustomerID,TotalRevenue,TotalOrders,ProductsPurchased
16791,1705.78,7,757
12843,1702.26,8,781
17193,1699.3000000000002,7,1254
13824,1698.94,5,768
17813,1698.07,5,752
12764,1693.88,1,386
16007,1693.81,4,1388
14245,1693.45,2,976
16671,1692.27,3,875
16775,1691.51,11,439
15380,1690.2600000000002,5,376
17152,1689.5,3,517
12635,1689.18,2,1172
13162,1688.29,4,1713
13577,1687.6000000000001,4,791
17282,1685.46,3,1866
15549,1681.46,3,694
16638,1680.72,10,1255
13149,1676.06,4,1280
17656,1674.69,5,1399
13184,1668.95,10,1662
17754,1664.65,5,1816
12912,1662.3,5,670
12530,1662.28,4,913
15214,1661.44,8,1254
15332,1661.06,4,652
12967,1660.9,2,438
16115,1660.8799999999999,8,994
14045,1659.75,4,535
15953,1657.28,8,891
15826,1654.31,3,963
16813,1652.18,10,1501
16711,1651.03,5,833
14837,1649.5,4,1436
13647,1648.1200000000001,4,887
17284,1647.48,6,1362
13750,1647.26,5,516
13012,1646.8400000000001,8,820
12657,1643.18,4,1044
15002,1641.76,4,862
14573,1639.82,9,534
13627,1638.47,5,1269
15024,1636.43,10,902
12398,1635.6599999999999,1,1394
15122,1633.78,3,800
14164,1631.77,2,1033
12377,1628.12,2,944
14759,1625.97,3,569
13425,1624.21,3,1123
16515,1624.14,5,826
15172,1624.05,5,1611
14937,1621.88,3,484
17101,1621.73,4,815
18161,1618.69,5,812
16987,1616.8,7,401
14336,1614.91,4,1759
16992,1614.31,5,860
15791,1612.69,2,731
14312,1611.59,6,1012
14918,1610.15,2,675
12868,1607.0600000000002,6,928
16817,1604.75,9,822
12947,1603.99,6,1165
15660,1600.86,9,1050
14178,1600.26,7,1494
16496,1599.52,3,1111
16466,1595.96,7,785
13850,1595.48,1,944
17673,1594.97,6,1462
16801,1594.23,4,493
16676,1592.1200000000001,4,636
14970,1592.06,4,250
15611,1591.45,13,504
18178,1590.81,4,983
14442,1589.82,2,482
13614,1585.46,4,564
16332,1582.8,7,797
12393,1582.6000000000001,4,816
14719,1581.84,5,1025
14587,1580.29,9,749
12607,1579.51,1,1228
13814,1579.12,2,864
16889,1578.67,3,925
13186,1575.89,3,820
17671,1572.71,4,772
16283,1570.81,5,1236
12865,1568.23,2,925
15906,1567.69,7,544
15111,1567.48,3,710
15532,1564.73,4,515
17204,1564.56,4,646
13659,1563.0,2,882
17085,1562.4,5,785
18239,1561.6100000000001,5,795
14038,1560.38,3,965
16394,1555.34,5,2604
13313,1555.32,5,851
15620,1553.18,3,915
15117,1551.78,5,1948
13634,1547.3600000000001,5,700
14229,1547.2,3,610
16790,1545.6200000000001,6,898
16369,1545.41,3,1030
13397,1544.13,5,430
12818,1542.08,1,929
17837,1541.23,8,510
16365,1540.42,9,504
17159,1538.88,3,1111
13849,1537.95,2,1016
12877,1535.77,12,1178
15392,1535.53,4,1277
15625,1534.26,4,1188
13320,1532.2,4,1086
13107,1531.6200000000001,4,1293
12759,1531.44,3,902
14321,1530.75,5,2406
14567,1530.3600000000001,2,412
15701,1529.0,4,912
16244,1522.75,2,855
16066,1521.04,5,935
13213,1520.58,5,1360
13764,1519.42,3,926
14267,1516.24,3,530
13791,1516.0,2,1200
16748,1515.9,5,880
16053,1511.95,2,1793
16434,1511.8,7,760
16910,1508.96,8,884
15265,1506.1200000000001,2,612
12937,1504.27,4,1007
15916,1502.8600000000001,8,752
16279,1502.78,3,1046
13810,1499.01,3,312
15530,1497.31,4,938
14414,1496.98,7,2512
14704,1493.96,9,1043
17002,1493.73,3,679
16880,1491.43,7,746
15057,1489.5,2,668
13110,1488.67,7,388
13692,1488.32,3,1226
17553,1487.6,1,1048
14758,1484.06,4,419
16395,1482.06,5,1472
18016,1477.66,5,1027
14878,1476.09,9,799
14403,1475.81,4,519
16755,1475.43,3,1058
12826,1474.72,7,1058
14246,1474.06,3,804
14963,1472.34,5,1159
15128,1471.0,4,1343
17590,1468.02,3,822
16016,1465.51,8,602
14875,1465.3200000000002,2,558
15983,1465.12,4,886
12882,1463.04,2,246
14233,1462.72,4,680
17063,1461.14,7,770
16996,1456.96,6,544
13309,1456.79,5,1544
13477,1454.58,6,1021
14541,1453.35,8,641
16059,1453.16,6,641
14404,1449.32,6,827
14740,1448.21,3,735
17073,1446.09,4,759
13717,1445.01,6,1959
13461,1445.0,3,1170
17175,1443.69,4,866
14071,1437.57,8,994
15987,1432.77,7,1533
14566,1432.0,1,800
16503,1431.93,4,569
13475,1431.78,4,1012
15427,1430.54,3,967
16103,1429.64,6,558
13159,1429.35,4,1058
14035,1428.02,5,739
15858,1427.57,5,1163
15681,1426.16,5,816
17571,1425.67,4,876
15106,1422.52,5,1181
16463,1422.4,4,1163
16571,1421.69,3,1239
14019,1421.61,3,1037
14901,1421.29,9,661
14443,1420.2,4,938
16173,1418.32,6,575
17856,1418.03,4,842
17288,1417.63,7,1201
14748,1415.75,5,1223
16348,1415.65,7,805
16012,1415.29,3,799
16245,1413.66,3,1014
15237,1412.32,4,1071
15444,1411.21,2,759
15596,1406.59,5,561
17083,1405.78,3,772
16271,1404.64,5,1024
15426,1404.07,5,656
18116,1403.1100000000001,8,837
14649,1402.59,4,1004
15563,1400.44,4,1501
14741,1400.34,6,841
15478,1399.92,2,575
18202,1396.99,3,581
13995,1393.69,5,879
17354,1393.06,1,1006
15810,1391.98,4,861
13414,1390.5,3,1574
13516,1389.41,3,985
16539,1388.81,4,477
15134,1387.99,8,887
12952,1387.79,4,653
12775,1386.04,5,877
13308,1385.51,3,843
18167,1384.8600000000001,3,382
17311,1384.85,2,1005
13572,1384.25,1,534
15898,1383.83,5,567
15051,1383.3600000000001,3,1010
14116,1382.74,5,707
16389,1382.07,4,1242
17621,1379.9,3,514
12886,1378.4,2,770
15569,1375.71,5,666
14434,1372.8,6,368
15453,1371.77,7,837
17676,1371.18,6,922
15095,1370.6,4,1079
14507,1367.88,6,594
13813,1366.8600000000001,4,552
14897,1366.38,4,468
13396,1360.99,2,600
16726,1358.74,5,945
17054,1356.33,5,804
14859,1353.74,4,671
15116,1352.75,4,648
16079,1352.0,3,864
16493,1351.63,4,1164
12770,1351.45,1,743
15411,1348.93,4,529
16669,1348.88,3,881
12646,1346.97,2,897
14154,1345.62,2,465
15398,1345.53,2,769
12463,1344.78,4,776
16317,1341.65,3,890
13743,1341.6,7,1776
18177,1340.8700000000001,6,709
16045,1340.7,4,897
13501,1340.32,1,560
15734,1339.45,2,346
12620,1339.41,3,1181
15059,1337.72,9,604
17372,1337.18,8,747
12919,1335.19,6,673
14064,1334.34,5,1772
15680,1333.68,3,952
17932,1331.57,3,789
12676,1331.39,6,670
16295,1328.55,4,841
13232,1328.35,7,773
15146,1327.16,2,1473
17633,1324.84,4,644
17095,1324.16,3,618
16110,1320.95,3,720
14591,1320.21,4,1228
14794,1319.91,7,673
16083,1317.62,2,908
12526,1316.66,3,632
12854,1316.25,3,626
14921,1316.07,2,953
12576,1315.83,5,967
14511,1314.81,5,784
14738,1314.45,7,601
14973,1314.45,3,369
16040,1313.55,3,684
12364,1313.1,4,1506
17004,1312.1399999999999,2,771
12516,1312.06,2,875
14477,1309.6,4,720
16120,1309.14,4,878
14047,1308.6100000000001,5,381
13328,1308.48,1,680
14297,1305.33,4,865
12507,1304.81,3,894
17919,1304.04,1,756
15813,1303.9099999999999,2,603
16370,1301.91,4,640
15108,1300.25,4,499
13168,1299.59,4,670
12488,1298.66,3,529
16464,1298.66,3,952
12372,1298.04,3,794
15602,1297.8700000000001,9,1137
17961,1296.44,39,560
16929,1295.39,7,929
16224,1295.3,4,1116
15621,1293.03,4,501
16744,1291.91,7,798
16101,1290.7,1,757
14856,1290.53,3,711
15171,1289.5,1,290
15136,1286.7,4,776
16949,1286.27,6,791
17802,1285.04,3,752
17350,1281.32,4,770
13538,1280.85,7,175
15494,1280.58,2,1139
16951,1277.75,3,1318
16692,1276.0,2,152
12394,1272.48,2,819
13878,1271.57,1,463
16899,1271.06,6,520
12630,1270.88,2,548
13492,1269.84,3,408
14898,1269.31,6,1001
13431,1269.1,2,672
14916,1268.98,4,1136
15199,1268.7,4,396
16660,1267.6499999999999,4,571
17037,1267.32,1,656
17158,1266.97,3,778
14105,1266.23,1,800
13989,1266.08,2,1313
16842,1264.19,3,693
15497,1262.2,2,624
16688,1260.86,4,804
17388,1259.56,4,1068
15009,1259.43,3,639
14669,1259.24,3,770
17019,1258.08,4,820
17412,1258.06,7,738
13151,1257.8700000000001,1,363
14931,1257.68,5,417
16639,1257.51,3,510
17481,1255.59,4,1061
13848,1255.0,3,3700
17262,1253.3600000000001,5,367
14383,1247.69,3,817
12689,1247.61,2,628
13029,1247.5,3,134
12494,1246.1000000000001,7,707
13860,1245.9,5,591
16531,1244.59,7,915
17584,1242.3,2,458
17588,1240.2,3,676
17731,1240.11,4,493
12985,1239.38,2,1533
13476,1238.47,2,417
14893,1237.8500000000001,2,799
13931,1237.53,2,725
15201,1236.54,5,1210
18080,1231.5,2,642
18171,1231.31,5,481
15910,1228.88,8,1013
14913,1227.43,4,1743
12997,1226.89,4,664
12412,1226.88,3,829
15841,1224.06,4,942
14428,1224.06,5,428
15376,1221.56,3,615
15004,1220.77,1,623
14745,1220.26,5,1038
15227,1219.4,5,750
13208,1217.65,6,803
14698,1217.27,5,602
13491,1215.82,10,903
17410,1214.72,5,616
13055,1214.41,3,894
17774,1213.73,4,508
18263,1213.1599999999999,3,1468
13918,1212.8400000000001,2,1140
16653,1212.66,2,733
12464,1212.05,8,112
17653,1207.56,4,1409
16762,1207.24,3,480
14684,1201.51,5,821
13158,1201.06,4,784
17320,1200.6200000000001,3,634
15605,1198.23,5,441
13118,1197.81,5,410
16794,1196.5,10,923
17720,1195.94,4,576
17526,1195.8999999999999,4,310
15145,1194.73,4,756
12611,1193.32,1,846
13882,1191.13,5,953
12462,1189.59,2,536
15737,1188.1200000000001,8,597
16612,1187.66,4,506
17800,1187.21,9,732
15630,1186.35,2,800
17058,1179.89,3,592
16950,1178.56,3,644
16042,1177.47,5,743
13752,1175.38,6,874
12885,1175.22,3,655
12640,1174.58,3,311
15306,1174.35,3,810
14857,1173.12,2,464
12358,1168.06,2,248
13500,1166.77,3,609
14487,1165.48,6,712
14737,1164.55,3,345
14261,1163.45,2,406
14447,1163.23,5,571
16800,1162.65,1,524
12546,1161.5,2,633
15088,1160.07,2,460
18168,1160.04,6,592
13499,1159.11,5,1365
16184,1158.79,6,561
17867,1157.8700000000001,6,508
17348,1156.6,5,1398
16637,1154.47,4,927
13611,1154.4,3,754
16062,1153.62,4,800
12710,1149.02,3,851
17505,1145.84,2,556
16766,1145.6,2,536
12769,1143.6,1,356
17770,1143.27,5,365
15985,1142.42,2,1086
16270,1141.24,1,688
13330,1140.93,3,751
13819,1140.35,3,1109
16172,1140.21,5,787
17135,1139.73,7,1224
17500,1138.0,3,17
17302,1135.63,5,575
17242,1135.04,2,611
15489,1134.28,3,608
16989,1133.25,6,1233
13282,1132.14,3,307
13310,1132.03,3,587
18125,1131.75,4,800
15500,1131.56,4,572
13447,1129.14,3,584
16714,1129.06,3,589
14824,1127.71,4,525
12609,1126.85,3,648
14708,1126.37,3,621
17470,1125.07,5,1675
14129,1123.8600000000001,5,592
13772,1122.63,3,540
13486,1122.41,3,669
17562,1122.38,7,817
14723,1122.3600000000001,6,673
16807,1121.59,3,778
16086,1121.39,5,511
15730,1120.88,3,689
14276,1119.74,3,744
12842,1118.99,2,547
17894,1118.96,8,404
17788,1117.9,2,211
13591,1117.13,3,485
17585,1116.68,4,1650
16350,1116.47,4,545
12679,1113.02,4,554
14817,1110.34,2,655
15069,1109.53,1,520
12399,1108.65,4,1178
15933,1107.46,3,885
16833,1106.53,4,440
12857,1106.4,2,343
14102,1105.8799999999999,5,769
17609,1105.78,5,719
13064,1105.59,4,514
14948,1101.97,6,673
15716,1101.1100000000001,4,738
17047,1100.9,3,533
14410,1100.27,9,567
14744,1099.98,7,627
15978,1098.78,1,888
13104,1098.48,6,504
17966,1098.43,5,2571
14971,1097.98,3,639
14161,1097.6200000000001,3,450
16225,1096.32,5,493
13211,1095.42,3,834
13652,1095.08,3,578
15745,1094.59,4,421
15608,1093.68,4,714
18189,1090.24,2,566
13853,1090.14,1,312
12534,1089.18,1,651
15763,1086.92,2,271
16533,1082.81,3,611
13610,1082.33,7,488
14561,1080.76,3,1014
13744,1080.52,2,1153
13726,1079.6599999999999,2,1054
15197,1079.6100000000001,3,469
12354,1079.4,1,530
14352,1078.96,4,538
16094,1078.23,4,647
16563,1077.74,1,486
13715,1077.39,5,562
16049,1074.81,3,763
13131,1073.3,3,447
15712,1072.3600000000001,5,486
15238,1071.99,3,692
13467,1071.91,2,580
13521,1071.73,3,718
17041,1071.49,3,927
13635,1071.03,1,677
17522,1070.71,5,1034
13761,1070.65,2,642
14212,1070.48,1,1152
16200,1068.8700000000001,2,516
16918,1068.82,6,721
15436,1067.75,3,574
15027,1066.1499999999999,4,565
17277,1065.3500000000001,2,430
14488,1064.28,1,799
12951,1064.07,6,503
15801,1063.95,3,570
12936,1063.9,4,559
12815,1063.46,2,379
14411,1063.0,1,196
16214,1062.75,3,420
15706,1060.56,4,321
17727,1060.25,1,645
18130,1059.39,3,824
17214,1059.1200000000001,6,272
13455,1058.34,2,354
15977,1054.73,2,1016
12716,1053.49,2,708
14419,1051.79,6,483
16416,1051.4,3,672
15329,1049.7,3,486
14078,1049.37,6,310
17287,1049.06,7,556
15839,1048.49,3,675
16728,1048.28,4,671
15777,1047.11,4,378
15407,1046.74,4,552
16520,1046.57,3,558
14293,1046.56,4,709
15464,1044.65,1,348
15192,1044.32,3,918
14389,1043.46,2,729
15073,1043.41,3,491
12497,1043.1,1,1236
13719,1041.68,5,609
18221,1041.61,5,791
15434,1041.48,5,647
16320,1038.46,2,732
14465,1038.44,3,398
16175,1037.59,4,533
17042,1036.58,5,990
12691,1035.8,6,394
16260,1035.45,1,311
13639,1033.34,1,800
14584,1033.06,4,381
17724,1033.0,3,300
12599,1032.58,7,956
15996,1032.58,6,380
17405,1031.41,3,726
12724,1031.41,4,445
13235,1031.07,1,441
12717,1030.98,2,506
13253,1030.4,2,1572
17033,1030.14,3,750
15333,1028.56,1,344
16980,1028.46,2,739
16682,1028.0,5,1040
14904,1025.44,2,1985
16160,1025.44,2,1162
15658,1024.1000000000001,5,242
17096,1022.13,4,339
14346,1021.58,2,605
13165,1021.48,2,1376
12572,1020.42,2,452
13376,1019.76,3,493
18142,1019.52,2,1276
13956,1019.27,5,486
12828,1018.71,6,494
12514,1017.68,1,440
13728,1016.14,6,458
12642,1013.26,3,552
12739,1013.04,2,486
17197,1013.01,1,191
14195,1012.0,2,760
14775,1011.9,3,1174
16229,1010.6,2,318
14446,1010.35,4,916
12849,1010.29,2,597
13032,1010.18,2,375
14224,1009.73,4,483
16572,1009.6,3,532
16174,1009.5500000000001,3,651
17951,1008.5400000000001,3,616
17646,1008.39,3,323
14631,1006.98,3,622
13429,1006.8,4,1390
13867,1005.09,3,501
14214,1004.38,5,751
13410,1003.06,5,518
14083,1002.9,9,705
12446,1002.3100000000001,1,351
12545,1000.39,2,523
15508,1000.27,6,440
18143,1000.16,2,570
12722,997.63,4,566
15110,996.1,4,246
15104,993.54,2,635
17594,993.18,2,550
13363,992.5,2,710
14223,991.13,3,585
16232,990.88,4,550
14514,990.2,3,564
17126,989.45,5,780
15062,987.86,4,763
18237,987.1,5,622
14583,986.96,5,751
17324,986.48,4,843
13117,984.91,8,945
17144,984.57,2,483
12510,982.5699999999999,2,353
15133,982.42,3,680
15071,982.07,2,269
16188,981.86,4,782
16085,981.51,5,636
12541,981.18,3,680
18170,980.31,3,409
13509,979.72,7,1106
13350,979.12,2,287
15132,977.9300000000001,5,679
14920,977.77,2,509
13026,975.36,5,1620
16376,974.96,2,691
14522,974.54,4,525
15449,974.52,3,812
12994,974.4200000000001,3,459
18194,973.8399999999999,1,632
16009,972.11,4,366
15506,972.08,3,842
13155,971.76,4,497
17100,971.74,2,800
14256,969.0600000000001,2,414
14138,965.8800000000001,2,600
15793,965.61,3,553
15860,965.16,8,437
12550,964.83,1,569
13138,962.39,6,473
14006,962.19,3,641
15156,961.49,3,597
16419,958.71,6,428
18192,957.97,1,339
13823,957.66,2,439
12697,957.59,3,508
14629,955.26,2,378
15948,955.24,2,567
17244,954.9,1,616
17097,954.42,8,459
15835,954.09,4,439
14540,952.66,3,411
15421,950.36,4,500
13636,949.12,5,592
12822,948.88,2,550
17044,948.48,1,504
13748,948.25,5,439
12458,947.4,2,506
15747,946.64,3,466
13261,944.1,2,210
12820,942.34,4,722
14075,942.26,3,754
15289,939.78,3,1008
17527,939.37,4,488
17227,939.32,6,741
16584,936.08,2,646
14140,935.05,2,811
16027,934.62,6,1147
12924,933.7,4,481
15787,933.26,3,534
13655,932.97,2,605
14532,932.85,4,284
18133,931.4999999999999,1,1350
16934,931.03,2,397
17289,931.02,3,513
17552,930.41,4,719
17618,930.28,3,319
16907,928.76,5,286
14475,925.85,3,447
14231,925.71,3,409
17048,925.35,3,485
15312,924.85,4,516
13805,924.6,2,1900
15654,922.53,2,475
13122,922.39,2,585
16551,922.12,3,970
13934,922.1,1,390
13035,921.88,2,644
14081,921.62,2,592
15576,921.37,1,394
13984,920.51,5,679
17018,920.1,2,176
12652,919.98,1,505
13075,919.61,1,485
16511,918.33,3,405
13549,918.2,7,458
15253,918.1999999999999,5,866
14015,917.34,1,378
14712,917.07,3,315
15707,916.98,4,594
17236,916.13,6,474
14141,915.13,4,355
16216,914.9300000000001,1,254
16809,914.69,5,652
15587,913.6800000000001,4,312
15364,913.19,2,493
14359,912.18,3,371
13192,911.94,2,595
14289,911.26,6,292
13689,910.0,1,512
13782,908.86,6,369
13038,908.46,3,360
17323,906.52,7,760
15480,905.5,1,303
15807,903.9,3,430
16716,901.2,2,120
17848,901.1999999999999,9,398
15511,900.53,5,269
12940,899.69,2,404
14625,899.63,2,335
15079,895.61,4,389
15865,895.13,3,368
15211,894.4100000000001,2,240
15066,893.59,1,317
12772,892.47,1,556
16361,891.21,4,418
13515,891.12,4,681
15255,890.85,1,489
14240,890.34,2,418
14344,889.9300000000001,8,477
17007,889.9300000000001,6,597
17829,889.24,1,496
17537,887.67,2,699
16900,887.11,3,833
14623,886.7,5,418
14449,885.8,4,741
15822,885.47,2,375
17704,885.19,2,343
15799,884.14,3,955
15907,882.72,3,478
18236,882.24,6,403
17109,881.29,6,588
13662,881.26,3,533
13037,881.07,3,431
15076,880.85,1,571
17027,877.5600000000001,6,416
15653,877.4399999999999,2,1200
14770,876.42,2,490
15100,876.0,3,80
16513,874.59,4,407
16657,874.43,4,1130
13294,873.74,2,453
15208,870.12,5,316
13200,870.09,4,516
13979,869.87,1,639
17566,869.77,2,497
12694,869.67,2,509
13203,869.46,4,800
17886,869.28,3,469
17649,868.49,1,399
14912,867.85,2,971
14715,867.38,4,521
16235,867.31,5,330
14597,866.24,2,566
16567,865.6,2,996
13846,865.0600000000001,3,388
12680,862.81,4,443
16266,861.89,7,398
16221,860.86,3,714
12794,860.41,2,592
13339,860.12,1,326
14577,859.71,4,353
14553,859.27,5,493
13566,856.84,2,567
16163,856.6,2,192
12693,855.91,4,255
17064,855.45,3,316
16037,855.02,3,428
12878,854.99,2,547
17560,854.95,4,635
16121,854.66,2,576
14193,853.39,2,445
13991,852.88,6,995
15022,852.39,4,527
12379,852.24,2,407
16070,852.15,2,457
16020,851.01,3,487
18096,849.06,3,788
12713,848.55,1,508
14657,848.22,4,466
16347,847.45,2,341
13221,847.41,2,244
16877,846.62,6,458
14803,845.55,3,370
12847,843.64,1,873
17624,843.48,2,554
17929,843.0,4,108
13929,842.65,2,143
16108,842.5,1,615
16560,841.41,2,500
14862,841.1999999999999,2,772
17076,841.0799999999999,3,295
14332,840.21,3,463
13940,839.14,4,516
17115,837.5,3,372
16554,837.1,3,402
15832,836.79,1,465
12728,836.33,4,419
16747,836.06,2,583
17169,835.78,2,526
13835,834.57,4,442
17075,834.12,4,292
16644,833.78,2,826
15862,832.88,4,585
14644,830.76,2,258
16924,829.89,3,467
13681,827.83,4,360
12461,826.88,2,287
12781,826.74,2,671
16494,826.53,1,675
12427,825.8,3,533
15164,824.58,3,351
16164,822.48,3,433
12778,822.23,6,825
13893,821.1,1,190
17921,820.23,4,425
17759,819.96,3,697
13220,819.2900000000001,4,196
16092,817.86,3,628
16869,817.12,4,583
16943,816.73,3,145
15649,816.0,2,192
15399,815.77,3,611
13811,814.5,3,68
18064,814.0,2,384
16600,813.52,6,1145
16621,813.48,4,302
14421,813.11,2,365
16284,812.68,2,535
17980,811.45,3,682
16460,811.23,3,876
16276,810.6000000000001,1,420
16624,810.5699999999999,2,488
15965,808.87,4,434
14499,808.44,3,496
15533,807.57,3,289
12421,807.04,4,484
13707,806.41,2,351
12434,806.14,2,394
13637,804.3,3,405
18248,804.02,2,511
12422,803.5600000000001,3,370
15644,803.54,4,550
18265,801.51,2,311
17114,801.12,8,215
16367,800.67,2,643
15561,800.59,4,267
13720,799.9,4,501
17905,798.99,4,406
17703,798.74,3,590
13280,798.46,3,518
16438,798.35,5,463
13389,797.96,3,429
12701,797.71,2,678
13336,795.12,1,559
15831,794.64,3,1092
15990,792.11,2,443
13167,791.33,4,785
14976,790.86,7,234
13016,789.89,3,527
16759,789.79,3,609
13329,789.0,2,463
14557,788.38,1,510
13323,787.85,5,175
13884,787.6,5,300
16546,787.15,2,549
13212,786.83,3,309
13109,786.54,2,520
12628,786.46,3,448
15806,784.58,3,602
18136,784.33,3,379
17180,783.97,4,670
16054,783.9,1,380
15952,781.91,4,391
17006,781.78,4,272
15679,781.28,4,1170
13583,781.03,1,725
15239,780.59,2,594
17797,780.43,3,498
18228,779.9,2,238
12735,779.5699999999999,2,368
17411,778.94,3,306
13375,778.65,1,442
14815,778.5,2,744
17414,778.0,2,2100
16505,777.6,1,576
13563,777.53,2,209
12425,777.2,1,496
15618,776.851,4,454
15743,775.96,4,214
13314,775.94,3,560
13341,775.85,1,301
16825,775.1800000000001,2,566
15414,774.9000000000001,3,443
16043,773.99,4,503
16222,773.5500000000001,1,325
15075,773.03,1,447
17764,772.55,2,351
17409,771.85,2,105
15353,770.12,2,341
14412,770.03,2,786
12965,769.8100000000001,1,282
16480,769.29,1,455
13356,768.24,1,325
14672,765.55,2,454
17695,765.34,2,779
14885,765.3199999999999,1,724
17516,764.88,5,414
17268,763.64,4,844
17466,763.28,2,306
16806,762.16,4,356
15599,761.74,2,718
14883,761.59,6,790
17425,759.17,2,407
16036,758.92,2,716
15568,758.29,3,461
16725,758.27,7,288
12413,758.1,3,286
16205,757.63,4,516
14550,757.37,2,389
16770,757.1,5,456
15223,755.75,2,213
13370,754.87,1,343
18104,754.64,1,362
14234,754.12,4,951
16470,752.77,4,522
13730,752.6,2,488
13030,752.4399999999999,2,348
16256,752.4300000000001,1,581
12908,750.0,2,1200
17146,749.78,3,212
14923,749.1,1,418
15656,748.5,4,343
16859,747.81,2,827
14201,747.44,7,590
17387,746.81,2,522
14050,746.36,2,689
17034,745.52,3,410
14790,745.06,4,699
13950,745.06,4,323
13236,744.85,2,416
13354,743.53,1,604
16730,743.11,3,994
12374,742.9300000000001,1,342
16891,742.43,5,265
12465,742.1899999999999,2,479
14662,741.37,4,578
13753,741.26,1,512
13900,740.95,3,430
17692,740.9399999999999,4,672
15252,740.78,2,522
12603,739.1999999999999,1,63
14756,738.96,1,416
12976,738.6,1,561
17461,735.82,3,770
15074,735.67,1,431
15045,735.66,2,114
15215,734.94,3,225
15525,734.37,3,387
16146,734.13,3,427
17979,732.41,4,383
13575,732.0699999999999,5,449
16099,731.9,3,434
16491,731.5,1,478
14778,730.86,2,306
13736,729.8,2,496
12468,729.5400000000001,2,366
16261,728.54,4,301
17666,728.16,2,596
13077,728.02,4,862
13623,727.74,5,286
14055,725.6400000000001,1,216
16140,725.18,2,730
12723,725.07,5,434
15636,724.76,2,284
12475,723.38,1,535
17521,723.2099999999999,3,519
15272,721.94,2,310
14869,721.45,2,549
15584,720.86,4,313
18062,720.52,3,396
16023,719.81,3,358
15274,716.57,2,619
12535,716.35,2,219
15400,716.2,5,390
17029,716.0,2,400
17888,716.0,8,973
15330,714.96,2,1312
15757,714.42,2,491
18035,713.89,3,584
12616,713.3,2,284
13169,712.88,2,272
13147,712.8000000000001,4,144
17761,712.78,1,398
13416,712.5,2,142
13587,712.4,1,180
17642,712.29,2,474
15855,712.24,5,470
13705,711.86,3,363
17179,711.79,3,290
13249,711.41,3,546
14867,710.28,3,328
16362,709.99,5,340
14127,709.71,3,321
16136,709.38,3,440
15951,708.22,2,313
16449,707.69,2,367
12453,707.09,1,473
16309,706.57,2,467
14126,706.1300000000001,3,508
16364,705.79,2,279
16882,705.12,3,424
16015,704.55,3,907
17934,704.25,2,478
12612,704.0400000000001,1,262
17974,703.99,3,500
12883,703.47,4,196
15103,703.36,2,329
16997,702.0,3,360
14179,701.57,2,319
14198,701.4,4,290
14356,701.23,2,277
13238,700.73,4,298
17734,700.63,3,422
17812,699.81,4,329
17423,698.41,2,459
14829,697.55,4,452
17472,697.54,3,455
15800,696.89,2,332
15700,696.68,2,357
14009,695.61,2,365
14959,695.42,4,494
17884,695.0699999999999,4,817
15304,694.4000000000001,8,104
12925,694.05,2,541
15053,693.95,3,984
14643,693.8100000000001,2,815
12410,693.3299999999999,2,211
13601,693.32,2,548
14111,692.85,4,458
17198,692.22,3,357
17733,692.19,2,463
14880,690.59,3,365
16212,690.34,2,244
17796,690.0,4,176
18085,689.95,2,265
13023,689.9,2,286
15181,689.4799999999999,3,544
17502,689.1,4,376
13799,688.86,2,402
16642,688.33,2,479
18196,686.63,2,431
12658,686.05,1,320
15038,685.74,6,212
16122,684.4200000000001,4,1128
15669,684.34,4,342
17874,683.46,6,221
14222,683.17,1,607
15582,682.9100000000001,3,453
17341,682.29,3,443
18135,681.9100000000001,5,349
17397,681.41,2,250
12478,680.99,1,236
18082,680.84,1,608
13524,680.1800000000001,5,324
16872,680.02,3,600
15322,679.68,1,416
13430,679.45,2,751
14788,679.4399999999999,2,421
13925,678.25,4,331
13548,678.16,2,436
13388,677.1,2,282
13040,676.99,2,355
16377,676.2,1,1500
15626,675.8,2,766
17462,675.69,2,227
15574,675.64,4,332
18156,675.64,2,283
12942,675.6,3,198
13607,675.51,1,288
13325,675.3,1,240
17994,674.89,4,495
13838,674.82,4,254
13355,674.7,1,314
13464,674.68,1,403
17749,674.52,2,320
13951,674.45,3,459
14504,673.26,4,308
13258,672.83,3,282
14628,671.96,2,272
12838,671.95,2,355
12638,671.69,1,577
12418,668.58,1,407
14342,668.5600000000001,4,347
13741,668.4300000000001,3,218
16268,667.65,2,533
15969,666.1,3,124
17105,665.78,2,693
13963,664.54,4,460
17883,664.34,4,374
16208,664.26,2,333
13596,664.11,2,384
15643,664.0,3,246
14720,663.81,3,219
13240,663.65,4,298
16573,663.61,2,360
16774,661.52,4,322
13028,661.3199999999999,2,798
14603,660.0,1,400
15492,659.4599999999999,2,483
13759,659.4100000000001,2,287
16357,658.88,3,246
14150,658.64,2,496
16696,657.9000000000001,4,146
14818,657.8,3,324
17459,657.3,2,537
15677,657.23,1,319
17321,657.16,2,364
16157,656.69,3,347
13049,656.6800000000001,2,268
16708,656.63,1,285
17299,656.61,4,668
16127,656.25,1,323
14894,655.75,1,265
14725,655.58,1,588
16444,654.67,4,407
14651,653.75,2,343
17398,653.38,3,310
18151,653.35,2,355
13496,653.33,2,341
18121,653.3,2,438
15205,653.24,2,378
15031,653.19,4,400
14548,652.8,2,256
17523,652.74,4,872
16056,650.75,1,345
15571,650.4300000000001,4,264
16969,650.41,3,816
17779,650.32,3,396
14034,648.89,3,420
16495,648.26,3,328
